,Date,Time,Auction Name,Contract,Auction Price €/tCO2,Minimum Bid €/tCO2,Maximum Bid €/tCO2,Mean €/tCO2,Median €/tCO2,Auction Volume tCO2,Total Amount of Bids,Cover Ratio,Total Number of Bidders,Number of Successful Bidders,Total Revenue €,Country,Certificate,Austria,Luxembourg,Latvia,Malta,Netherlands,Portugal,Romania,Sweden,Slovenia,Lithuania,Italy,Bulgaria,Cyprus,Denmark,Greece,Spain,Finland,France,Hungary,Slovakia,Ireland,Belgium,Czech Republic,Estonia,Croatia,Germany,Poland,Number of bids submitted,Number of successful bids,Average number of bids per bidder,Average bid size,Average volume bid per bidder,Standard deviation of bid volume per bidder,Average volume won per bidder,Standard deviation of volume won per bidder,Iceland,Liechtenstein,Norway,"Innovation
Fund",Austria (volume),Belgium (volume),Bulgaria (volume),Croatia (volume),Cyprus (volume),Czech Republic (volume),Denmark (volume),Estonia (volume),Finland (volume),France (volume),Germany (volume),Greece (volume),Hungary (volume),Iceland (volume),Ireland (volume),Italy (volume),Latvia (volume),Liechtenstein (volume),Lithuania (volume),Luxembourg (volume),Malta (volume),Netherlands (volume),Norway (volume),Poland (volume),Portugal (volume),Romania (volume),Slovakia (volume),Slovenia (volume),Spain (volume),Sweden (volume)
394,2014-06-16 00:00:00,2014-06-16 11:00:36,EU,T3PA,5.68,1.01,6.0,4.75,5.58,1873000,11223000.0,5.99,13.0,10.0,10638640.0,EU,,306720.0,25560.0,59640.0,22720.0,,386240.0,465760.0,195960.0,96560.0,,2112960.0,133480.0,0.0,275480.0,761120.0,1891440.0,366360.0,1198480.0,,335120.0,204480.0,553800.0,,11360.0,,,,,,,,,,,,,,,,54000.0,97500.0,23500.0,,0.0,,48500.0,2000.0,64500.0,211000.0,,134000.0,,,36000.0,372000.0,10500.0,,,4500.0,4000.0,,,,68000.0,82000.0,59000.0,17000.0,333000.0,34500.0
395,2014-06-13 00:00:00,2014-06-13 11:00:37,DE,T3PA,5.63,4.5,6.5,5.6,5.61,2352000,6978000.0,2.97,15.0,12.0,13241760.0,DE,,,,,,,,,,,,,,,,,,,,,,,,,,,13241760.0,,,,,,,,,,,,,,,,,,,,,,,,2352000.0,,,,,,,,,,,,,,,,,,,
396,2014-06-12 00:00:00,2014-06-12 11:00:31,EU,T3PA,5.4,1.59,6.0,4.73,5.3,1873000,10512000.0,5.61,21.0,12.0,10114200.0,EU,,291600.0,24300.0,56700.0,21600.0,,367200.0,442800.0,186300.0,91800.0,,2008800.0,126900.0,0.0,261900.0,723600.0,1798200.0,348300.0,1139400.0,,318600.0,194400.0,526500.0,,10800.0,,,,,,,,,,,,,,,,54000.0,97500.0,23500.0,,0.0,,48500.0,1999.9999999999998,64499.99999999999,211000.0,,134000.0,,,36000.0,372000.0,10500.0,,,4500.0,3999.9999999999995,,,,68000.0,82000.0,58999.99999999999,17000.0,333000.0,34500.0
397,2014-06-10 00:00:00,2014-06-10 11:00:34,EU,T3PA,5.45,1.59,6.0,4.74,5.39,1873000,10722000.0,5.72,19.0,14.0,10207850.0,EU,,294300.0,24525.0,57225.0,21800.0,,370600.0,446900.0,188025.0,92650.0,,2027400.0,128075.0,0.0,264325.0,730300.0,1814850.0,351525.0,1149950.0,,321550.0,196200.0,531375.0,,10900.0,,,,,,,,,,,,,,,,54000.0,97500.0,23500.0,,0.0,,48500.0,2000.0,64500.0,211000.0,,134000.0,,,36000.0,372000.0,10500.0,,,4500.0,4000.0,,,,68000.0,82000.0,59000.0,17000.0,333000.0,34500.0
398,2014-06-06 00:00:00,2014-06-06 11:00:45,DE,T3PA,5.41,1.0,6.0,4.64,5.3,2352000,15184000.0,6.46,16.0,13.0,12724320.0,DE,,,,,,,,,,,,,,,,,,,,,,,,,,,12724320.0,,,,,,,,,,,,,,,,,,,,,,,,2352000.0,,,,,,,,,,,,,,,,,,,
399,2014-06-05 00:00:00,2014-06-05 11:00:38,EU,T3PA,5.5,1.0,6.0,4.85,5.42,1873000,13202000.0,7.05,18.0,12.0,10301500.0,EU,,297000.0,24750.0,57750.0,22000.0,,374000.0,451000.0,189750.0,93500.0,,2046000.0,129250.0,0.0,266750.0,737000.0,1831500.0,354750.0,1160500.0,,324500.0,198000.0,536250.0,,11000.0,,,,,,,,,,,,,,,,54000.0,97500.0,23500.0,,0.0,,48500.0,2000.0,64500.0,211000.0,,134000.0,,,36000.0,372000.0,10500.0,,,4500.0,4000.0,,,,68000.0,82000.0,59000.0,17000.0,333000.0,34500.0
400,2014-06-03 00:00:00,2014-06-03 11:00:38,EU,T3PA,5.19,1.01,5.5,4.72,5.08,1873000,13602000.0,7.26,20.0,9.0,9720870.0,EU,,280260.0,23355.0,54495.0,20760.0,,352920.0,425580.0,179055.0,88230.0,,1930680.0,121965.0,0.0,251715.0,695460.0,1728270.0,334755.0,1095090.0,,306210.0,186840.0,506025.0,,10380.0,,,,,,,,,,,,,,,,53999.99999999999,97499.99999999999,23500.0,,0.0,,48499.99999999999,1999.9999999999998,64499.99999999999,210999.99999999997,,134000.0,,,36000.0,372000.0,10500.0,,,4500.0,3999.9999999999995,,,,68000.0,82000.0,58999.99999999999,17000.0,333000.0,34500.0
401,2014-06-02 00:00:00,2014-06-02 11:00:37,EU,T3PA,4.94,4.0,5.2,4.87,4.91,1873000,7920000.0,4.23,22.0,15.0,9252620.0,EU,,266760.0,22230.0,51870.0,19760.0,,335920.0,405080.0,170430.0,83980.0,,1837680.0,116090.0,0.0,239590.0,661960.0,1645020.0,318630.0,1042340.0,,291460.0,177840.0,481650.0,,9880.0,,,,,,,,,,,,,,,,53999.99999999999,97499.99999999999,23499.999999999996,,0.0,,48499.99999999999,1999.9999999999998,64499.99999999999,210999.99999999997,,134000.0,,,36000.0,371999.99999999994,10500.0,,,4500.0,3999.9999999999995,,,,68000.0,82000.0,58999.99999999999,17000.0,333000.0,34500.0
402,2014-05-30 00:00:00,2014-05-30 11:00:34,DE,T3PA,5.1,4.5,5.5,5.06,5.08,2352000,7295000.0,3.1,18.0,12.0,11995200.0,DE,,,,,,,,,,,,,,,,,,,,,,,,,,,11995200.0,,,,,,,,,,,,,,,,,,,,,,,,2352000.0,,,,,,,,,,,,,,,,,,,
403,2014-05-27 00:00:00,2014-05-27 11:00:41,EU,T3PA,5.05,1.0,5.16,4.71,4.98,1873000,11192000.0,5.98,18.0,10.0,9458650.0,EU,,272700.0,22725.0,53025.0,20200.0,,343400.0,414100.0,174225.0,85850.0,,1878600.0,118675.0,0.0,244925.0,676700.0,1681650.0,325725.0,1065550.0,,297950.0,181800.0,492375.0,,10100.0,,,,,,,,,,,,,,,,54000.0,97500.0,23500.0,,0.0,,48500.0,2000.0,64500.0,211000.0,,134000.0,,,36000.0,372000.0,10500.0,,,4500.0,4000.0,,,,68000.0,82000.0,59000.0,17000.0,333000.0,34500.0
404,2014-05-26 00:00:00,2014-05-26 11:00:24,EU,T3PA,4.98,1.59,6.0,4.42,4.86,1873000,9297000.0,4.96,14.0,9.0,9327540.0,EU,,268920.0,22410.0,52290.0,19920.0,,338640.0,408360.0,171810.0,84660.0,,1852560.0,117030.0,0.0,241530.0,667320.0,1658340.0,321210.0,1050780.0,,293820.0,179280.0,485550.0,,9960.0,,,,,,,,,,,,,,,,53999.99999999999,97499.99999999999,23499.999999999996,,0.0,,48499.99999999999,1999.9999999999998,64499.99999999999,210999.99999999997,,134000.0,,,36000.0,371999.99999999994,10500.0,,,4500.0,3999.9999999999995,,,,68000.0,82000.0,58999.99999999999,17000.0,333000.0,34500.0
405,2014-05-23 00:00:00,2014-05-23 11:00:36,DE,T3PA,5.08,1.59,6.0,4.42,4.9,2352000,12140000.0,5.16,17.0,14.0,11948160.0,DE,,,,,,,,,,,,,,,,,,,,,,,,,,,11948160.0,,,,,,,,,,,,,,,,,,,,,,,,2352000.0,,,,,,,,,,,,,,,,,,,
406,2014-05-22 00:00:00,2014-05-22 11:00:36,EU,T3PA,5.23,2.01,6.0,4.92,5.21,1873000,7527000.0,4.02,17.0,13.0,9795790.0,EU,,282420.0,23535.0,54915.0,20920.0,,355640.0,428860.0,180435.0,88910.0,,1945560.0,122905.0,0.0,253655.0,700820.0,1741590.0,337335.0,1103530.0,,308570.0,188280.0,509925.0,,10460.0,,,,,,,,,,,,,,,,53999.99999999999,97499.99999999999,23499.999999999996,,0.0,,48499.99999999999,1999.9999999999998,64499.99999999999,210999.99999999997,,134000.0,,,36000.0,371999.99999999994,10500.0,,,4500.0,3999.9999999999995,,,,68000.0,82000.0,58999.99999999999,17000.0,333000.0,34500.0
407,2014-05-20 00:00:00,2014-05-20 11:00:30,EU,T3PA,4.59,4.0,6.0,4.48,4.53,1873000,9068000.0,4.84,16.0,14.0,8597070.0,EU,,247860.0,20655.0,48195.0,18360.0,,312120.0,376380.0,158355.0,78030.0,,1707480.0,107865.0,0.0,222615.0,615060.0,1528470.0,296055.0,968490.0,,270810.0,165240.0,447525.0,,9180.0,,,,,,,,,,,,,,,,54000.0,97500.0,23500.0,,0.0,,48500.0,2000.0,64500.0,211000.0,,134000.0,,,36000.0,372000.0,10500.0,,,4500.0,4000.0,,,,68000.0,82000.0,59000.0,17000.0,333000.0,34500.0
408,2014-05-19 00:00:00,2014-05-19 11:00:45,EU,T3PA,4.6,1.59,4.8,4.08,4.41,1873000,13720000.0,7.33,16.0,9.0,8615800.0,EU,,248400.0,20700.0,48300.0,18400.0,,312800.0,377200.0,158700.0,78200.0,,1711200.0,108100.0,0.0,223100.0,616400.0,1531800.0,296700.0,970600.0,,271400.0,165600.0,448500.0,,9200.0,,,,,,,,,,,,,,,,54000.00000000001,97500.00000000001,23500.0,,0.0,,48500.00000000001,2000.0000000000002,64500.00000000001,211000.00000000003,,134000.0,,,36000.0,372000.0,10500.0,,,4500.0,4000.0000000000005,,,,68000.0,82000.0,59000.00000000001,17000.0,333000.0,34500.0
409,2014-05-16 00:00:00,2014-05-16 11:01:19,DE,T3PA,4.72,2.01,6.0,4.4,4.6,2352000,15875000.0,6.75,17.0,9.0,11101440.0,DE,,,,,,,,,,,,,,,,,,,,,,,,,,,11101440.0,,,,,,,,,,,,,,,,,,,,,,,,2352000.0,,,,,,,,,,,,,,,,,,,
410,2014-05-15 00:00:00,2014-05-15 11:00:49,EU,T3PA,4.75,2.0,5.0,4.52,4.66,1873000,13664000.0,7.3,20.0,13.0,8896750.0,EU,,256500.0,21375.0,49875.0,19000.0,,323000.0,389500.0,163875.0,80750.0,,1767000.0,111625.0,0.0,230375.0,636500.0,1581750.0,306375.0,1002250.0,,280250.0,171000.0,463125.0,,9500.0,,,,,,,,,,,,,,,,54000.0,97500.0,23500.0,,0.0,,48500.0,2000.0,64500.0,211000.0,,134000.0,,,36000.0,372000.0,10500.0,,,4500.0,4000.0,,,,68000.0,82000.0,59000.0,17000.0,333000.0,34500.0
411,2014-05-13 00:00:00,2014-05-13 11:00:50,EU,T3PA,5.34,3.01,6.1,5.03,5.24,1873000,17031000.0,9.09,20.0,13.0,10001820.0,EU,,288360.0,24030.0,56070.0,21360.0,,363120.0,437880.0,184230.0,90780.0,,1986480.0,125490.0,0.0,258990.0,715560.0,1778220.0,344430.0,1126740.0,,315060.0,192240.0,520650.0,,10680.0,,,,,,,,,,,,,,,,54000.0,97500.0,23500.0,,0.0,,48500.0,2000.0,64500.0,211000.0,,134000.0,,,36000.0,372000.0,10500.0,,,4500.0,4000.0,,,,68000.0,82000.0,59000.0,17000.0,333000.0,34500.0
412,2014-05-12 00:00:00,2014-05-12 11:00:39,EU,T3PA,5.28,3.01,6.0,5.04,5.21,1873000,12791500.0,6.83,18.0,14.0,9889440.0,EU,,285120.0,23760.0,55440.0,21120.0,,359040.0,432960.0,182160.0,89760.0,,1964160.0,124080.0,0.0,256080.0,707520.0,1758240.0,340560.0,1114080.0,,311520.0,190080.0,514800.0,,10560.0,,,,,,,,,,,,,,,,54000.0,97500.0,23500.0,,0.0,,48500.0,2000.0,64500.0,211000.0,,134000.0,,,36000.0,372000.0,10500.0,,,4500.0,4000.0,,,,68000.0,82000.0,59000.0,17000.0,333000.0,34500.0
413,2014-05-09 00:00:00,2014-05-09 11:00:27,DE,T3PA,5.1,2.03,6.0,4.79,5.0,2352000,15502000.0,6.59,18.0,12.0,11995200.0,DE,,,,,,,,,,,,,,,,,,,,,,,,,,,11995200.0,,,,,,,,,,,,,,,,,,,,,,,,2352000.0,,,,,,,,,,,,,,,,,,,
414,2014-05-08 00:00:00,2014-05-08 11:00:31,EU,T3PA,5.09,1.59,5.25,4.37,4.95,1927500,17923500.0,9.3,19.0,13.0,9810975.0,EU,,274860.0,22905.0,53445.0,20360.0,,346120.0,417380.0,175605.0,86530.0,,1893480.0,119615.0,0.0,246865.0,682060.0,1694970.0,328305.0,1073990.0,,300310.0,183240.0,496275.0,,10180.0,,,,,,,,,,,,,,,,54000.0,97500.0,23500.0,,0.0,,48500.0,2000.0,64500.0,211000.0,,134000.0,,,36000.0,372000.0,10500.0,,,4500.0,4000.0,,,,68000.0,82000.0,59000.0,17000.0,333000.0,34500.0
415,2014-05-06 00:00:00,2014-05-06 11:00:44,EU,T3PA,5.25,2.01,5.4,4.96,5.18,1927500,11985500.0,6.22,18.0,11.0,10119375.0,EU,,283500.0,23625.0,55125.0,21000.0,,357000.0,430500.0,181125.0,89250.0,,1953000.0,123375.0,0.0,254625.0,703500.0,1748250.0,338625.0,1107750.0,,309750.0,189000.0,511875.0,,10500.0,,,,,,,,,,,,,,,,54000.0,97500.0,23500.0,,0.0,,48500.0,2000.0,64500.0,211000.0,,134000.0,,,36000.0,372000.0,10500.0,,,4500.0,4000.0,,,,68000.0,82000.0,59000.0,17000.0,333000.0,34500.0
416,2014-05-05 00:00:00,2014-05-05 11:00:51,EU,T3PA,5.03,1.59,5.2,4.35,4.93,1927500,9490000.0,4.92,15.0,10.0,9695325.0,EU,,271620.0,22635.0,52815.0,20120.0,,342040.0,412460.0,173535.0,85510.0,,1871160.0,118205.0,0.0,243955.0,674020.0,1674990.0,324435.0,1061330.0,,296770.0,181080.0,490425.0,,10060.0,,,,,,,,,,,,,,,,54000.0,97500.0,23500.0,,0.0,,48500.0,2000.0,64500.0,211000.0,,134000.0,,,36000.0,372000.0,10500.0,,,4500.0,4000.0,,,,68000.0,82000.0,59000.0,17000.0,333000.0,34500.0
417,2014-05-02 00:00:00,2014-05-02 11:00:29,DE,T3PA,5.28,2.01,5.5,4.87,5.19,2352000,11945500.0,5.08,14.0,11.0,12418560.0,DE,,,,,,,,,,,,,,,,,,,,,,,,,,,12418560.0,,,,,,,,,,,,,,,,,,,,,,,,2352000.0,,,,,,,,,,,,,,,,,,,
418,2014-04-29 00:00:00,2014-04-29 11:00:23,EU,T3PA,5.39,3.0,5.65,5.1,5.28,1927500,9205000.0,4.78,16.0,6.0,10389225.0,EU,,291060.0,24255.0,56595.0,21560.0,,366520.0,441980.0,185955.0,91630.0,,2005080.0,126665.0,0.0,261415.0,722260.0,1794870.0,347655.0,1137290.0,,318010.0,194040.0,525525.0,,10780.0,,,,,,,,,,,,,,,,54000.0,97500.0,23500.0,,0.0,,48500.0,2000.0000000000002,64500.00000000001,211000.0,,134000.0,,,36000.0,372000.0,10500.0,,,4500.0,4000.0000000000005,,,,68000.0,82000.0,59000.0,17000.0,333000.0,34500.0
419,2014-04-28 00:00:00,2014-04-28 11:00:38,EU,T3PA,5.21,1.59,5.4,4.26,5.04,1927500,14055000.0,7.29,15.0,10.0,10042275.0,EU,,281340.0,23445.0,54705.0,20840.0,,354280.0,427220.0,179745.0,88570.0,,1938120.0,122435.0,0.0,252685.0,698140.0,1734930.0,336045.0,1099310.0,,307390.0,187560.0,507975.0,,10420.0,,,,,,,,,,,,,,,,54000.0,97500.0,23500.0,,0.0,,48500.0,2000.0,64500.0,211000.0,,134000.0,,,36000.0,372000.0,10500.0,,,4500.0,4000.0,,,,68000.0,82000.0,59000.0,17000.0,333000.0,34500.0
420,2014-04-25 00:00:00,2014-04-25 11:00:31,DE,T3PA,5.52,1.59,5.7,4.71,5.32,2352000,17594000.0,7.48,16.0,10.0,12983040.0,DE,,,,,,,,,,,,,,,,,,,,,,,,,,,12983039.999999998,,,,,,,,,,,,,,,,,,,,,,,,2352000.0,,,,,,,,,,,,,,,,,,,
421,2014-04-24 00:00:00,2014-04-24 11:00:40,EU,T3PA,5.77,3.01,6.0,5.47,5.72,1927500,11409000.0,5.92,17.0,13.0,11121675.0,EU,,311580.0,25965.0,60585.0,23080.0,,392360.0,473140.0,199065.0,98090.0,,2146440.0,135595.0,0.0,279845.0,773180.0,1921410.0,372165.0,1217470.0,,340430.0,207720.0,562575.0,,11540.0,,,,,,,,,,,,,,,,54000.00000000001,97500.0,23500.0,,0.0,,48500.0,2000.0000000000002,64500.00000000001,211000.00000000003,,134000.0,,,36000.0,372000.0,10500.0,,,4500.0,4000.0000000000005,,,,68000.0,82000.0,59000.00000000001,17000.0,333000.0,34500.0
422,2014-04-22 00:00:00,2014-04-22 11:01:00,EU,T3PA,5.62,1.59,5.9,4.92,5.46,1927500,19544000.0,10.14,18.0,9.0,10832550.0,EU,,303480.0,25290.0,59010.0,22480.0,,382160.0,460840.0,193890.0,95540.0,,2090640.0,132070.0,0.0,272570.0,753080.0,1871460.0,362490.0,1185820.0,,331580.0,202320.0,547950.0,,11240.0,,,,,,,,,,,,,,,,54000.0,97500.0,23500.0,,0.0,,48500.0,2000.0,64500.0,211000.0,,134000.0,,,36000.0,372000.0,10500.0,,,4500.0,4000.0,,,,68000.0,82000.0,59000.0,17000.0,333000.0,34500.0
423,2014-04-17 00:00:00,2014-04-17 11:00:29,EU,T3PA,5.46,1.59,5.7,4.64,5.21,1927500,19916000.0,10.33,17.0,10.0,10524150.0,EU,,294840.0,24570.0,57330.0,21840.0,,371280.0,447720.0,188370.0,92820.0,,2031120.0,128310.0,0.0,264810.0,731640.0,1818180.0,352170.0,1152060.0,,322140.0,196560.0,532350.0,,10920.0,,,,,,,,,,,,,,,,54000.0,97500.0,23500.0,,0.0,,48500.0,2000.0,64500.0,211000.0,,134000.0,,,36000.0,372000.0,10500.0,,,4500.0,4000.0,,,,68000.0,82000.0,59000.0,17000.0,333000.0,34500.0
424,2014-04-15 00:00:00,2014-04-15 11:00:30,EU,T3PA,5.23,2.0,5.32,4.9,5.09,1927500,19784000.0,10.26,18.0,12.0,10080825.0,EU,,282420.0,23535.0,54915.0,20920.0,,355640.0,428860.0,180435.0,88910.0,,1945560.0,122905.0,0.0,253655.0,700820.0,1741590.0,337335.0,1103530.0,,308570.0,188280.0,509925.0,,10460.0,,,,,,,,,,,,,,,,53999.99999999999,97499.99999999999,23499.999999999996,,0.0,,48499.99999999999,1999.9999999999998,64499.99999999999,210999.99999999997,,134000.0,,,36000.0,371999.99999999994,10500.0,,,4500.0,3999.9999999999995,,,,68000.0,82000.0,58999.99999999999,17000.0,333000.0,34500.0
425,2014-04-14 00:00:00,2014-04-14 11:00:27,EU,T3PA,5.3,1.59,5.42,4.54,5.15,1927500,13949000.0,7.24,17.0,10.0,10215750.0,EU,,286200.0,23850.0,55650.0,21200.0,,360400.0,434600.0,182850.0,90100.0,,1971600.0,124550.0,0.0,257050.0,710200.0,1764900.0,341850.0,1118300.0,,312700.0,190800.0,516750.0,,10600.0,,,,,,,,,,,,,,,,54000.0,97500.0,23500.0,,0.0,,48500.0,2000.0,64500.0,211000.0,,134000.0,,,36000.0,372000.0,10500.0,,,4500.0,4000.0,,,,68000.0,82000.0,59000.0,17000.0,333000.0,34500.0
426,2014-04-11 00:00:00,2014-04-11 11:00:45,DE,T3PA,5.26,1.59,5.4,4.46,5.07,2352000,19637000.0,8.35,17.0,10.0,12371520.0,DE,,,,,,,,,,,,,,,,,,,,,,,,,,,12371520.0,,,,,,,,,,,,,,,,,,,,,,,,2352000.0,,,,,,,,,,,,,,,,,,,
427,2014-04-10 00:00:00,2014-04-10 11:01:34,EU,T3PA,5.0,1.59,5.15,4.36,4.83,1927500,12220500.0,6.34,18.0,11.0,9637500.0,EU,,270000.0,22500.0,52500.0,20000.0,,340000.0,410000.0,172500.0,85000.0,,1860000.0,117500.0,0.0,242500.0,670000.0,1665000.0,322500.0,1055000.0,,295000.0,180000.0,487500.0,,10000.0,,,,,,,,,,,,,,,,54000.0,97500.0,23500.0,,0.0,,48500.0,2000.0,64500.0,211000.0,,134000.0,,,36000.0,372000.0,10500.0,,,4500.0,4000.0,,,,68000.0,82000.0,59000.0,17000.0,333000.0,34500.0
428,2014-04-08 00:00:00,2014-04-08 11:00:35,EU,T3PA,5.03,1.01,5.52,4.31,4.86,1927500,19295000.0,10.01,23.0,15.0,9695325.0,EU,,271620.0,22635.0,52815.0,20120.0,,342040.0,412460.0,173535.0,85510.0,,1871160.0,118205.0,0.0,243955.0,674020.0,1674990.0,324435.0,1061330.0,,296770.0,181080.0,490425.0,,10060.0,,,,,,,,,,,,,,,,54000.0,97500.0,23500.0,,0.0,,48500.0,2000.0,64500.0,211000.0,,134000.0,,,36000.0,372000.0,10500.0,,,4500.0,4000.0,,,,68000.0,82000.0,59000.0,17000.0,333000.0,34500.0
429,2014-04-07 00:00:00,2014-04-07 11:00:47,EU,T3PA,4.72,1.0,7.0,4.02,4.45,1927500,20835000.0,10.81,19.0,11.0,9097800.0,EU,,254880.0,21240.0,49560.0,18880.0,,320960.0,387040.0,162840.0,80240.0,,1755840.0,110920.0,0.0,228920.0,632480.0,1571760.0,304440.0,995920.0,,278480.0,169920.0,460200.0,,9440.0,,,,,,,,,,,,,,,,54000.0,97500.0,23500.0,,0.0,,48500.0,2000.0,64500.0,211000.0,,134000.0,,,36000.0,372000.0,10500.0,,,4500.0,4000.0,,,,68000.0,82000.0,59000.0,17000.0,333000.0,34500.0
430,2014-04-04 00:00:00,2014-04-04 11:00:39,DE,T3PA,4.75,1.01,4.9,4.2,4.61,2352000,19417000.0,8.26,16.0,9.0,11172000.0,DE,,,,,,,,,,,,,,,,,,,,,,,,,,,11172000.0,,,,,,,,,,,,,,,,,,,,,,,,2352000.0,,,,,,,,,,,,,,,,,,,
431,2014-04-03 00:00:00,2014-04-03 11:00:38,EU,T3PA,4.6,1.0,4.8,4.0,4.54,1927500,10156000.0,5.27,15.0,11.0,8866500.0,EU,,248400.0,20700.0,48300.0,18400.0,,312800.0,377200.0,158700.0,78200.0,,1711200.0,108100.0,0.0,223100.0,616400.0,1531800.0,296700.0,970600.0,,271400.0,165600.0,448500.0,,9200.0,,,,,,,,,,,,,,,,54000.00000000001,97500.00000000001,23500.0,,0.0,,48500.00000000001,2000.0000000000002,64500.00000000001,211000.00000000003,,134000.0,,,36000.0,372000.0,10500.0,,,4500.0,4000.0000000000005,,,,68000.0,82000.0,59000.00000000001,17000.0,333000.0,34500.0
432,2014-04-01 00:00:00,2014-04-01 11:00:52,EU,T3PA,4.9,1.59,5.03,4.21,4.84,1927500,7229000.0,3.75,19.0,12.0,9444750.0,EU,,264600.0,22050.0,51450.0,19600.0,,333200.0,401800.0,169050.0,83300.0,,1822800.0,115150.0,0.0,237650.0,656600.0,1631700.0,316050.0,1033900.0,,289100.0,176400.0,477750.0,,9800.0,,,,,,,,,,,,,,,,53999.99999999999,97500.0,23500.0,,0.0,,48500.0,1999.9999999999998,64499.99999999999,210999.99999999997,,134000.0,,,36000.0,372000.0,10500.0,,,4500.0,3999.9999999999995,,,,68000.0,82000.0,58999.99999999999,17000.0,333000.0,34500.0
433,2014-03-31 00:00:00,2014-03-31 11:00:29,EU,T3PA,4.17,1.59,4.4,3.76,4.1,1927500,6283000.0,3.26,13.0,12.0,8037675.0,EU,,225180.0,18765.0,43785.0,16680.0,,283560.0,341940.0,143865.0,70890.0,,1551240.0,97995.0,0.0,202245.0,558780.0,1388610.0,268965.0,879870.0,,246030.0,150120.0,406575.0,,8340.0,,,,,,,,,,,,,,,,54000.0,97500.0,23500.0,,0.0,,48500.0,2000.0,64500.0,211000.0,,134000.0,,,36000.0,372000.0,10500.0,,,4500.0,4000.0,,,,68000.0,82000.0,59000.0,17000.0,333000.0,34500.0
434,2014-03-28 00:00:00,2014-03-28 11:00:21,DE,T3PA,5.1,2.0,5.25,4.78,5.0,2352000,12654000.0,5.38,13.0,8.0,11995200.0,DE,,,,,,,,,,,,,,,,,,,,,,,,,,,11995200.0,,,,,,,,,,,,,,,,,,,,,,,,2352000.0,,,,,,,,,,,,,,,,,,,
435,2014-03-27 00:00:00,2014-03-27 11:00:45,EU,T3PA,5.35,1.59,6.0,4.53,5.15,1927500,17401500.0,9.03,16.0,9.0,10312125.0,EU,,288900.0,24075.0,56175.0,21400.0,,363800.0,438700.0,184575.0,90950.0,,1990200.0,125725.0,0.0,259475.0,716900.0,1781550.0,345075.0,1128850.0,,315650.0,192600.0,521625.0,,10700.0,,,,,,,,,,,,,,,,54000.0,97500.0,23500.0,,0.0,,48500.0,2000.0000000000002,64500.00000000001,211000.0,,134000.0,,,36000.0,372000.0,10500.0,,,4500.0,4000.0000000000005,,,,68000.0,82000.0,59000.00000000001,17000.0,333000.0,34500.0
436,2014-03-25 00:00:00,2014-03-25 11:00:35,EU,T3PA,5.8,5.0,6.0,5.7,5.74,1927500,18560000.0,9.63,19.0,9.0,11179500.0,EU,,313200.0,26100.0,60900.0,23200.0,,394400.0,475600.0,200100.0,98600.0,,2157600.0,136300.0,0.0,281300.0,777200.0,1931400.0,374100.0,1223800.0,,342200.0,208800.0,565500.0,,11600.0,,,,,,,,,,,,,,,,54000.0,97500.0,23500.0,,0.0,,48500.0,2000.0,64500.0,211000.0,,134000.0,,,36000.0,372000.0,10500.0,,,4500.0,4000.0,,,,68000.0,82000.0,59000.0,17000.0,333000.0,34500.0
437,2014-03-24 00:00:00,2014-03-24 11:00:34,EU,T3PA,6.08,1.59,6.2,5.01,5.88,1927500,19738500.0,10.24,19.0,10.0,11719200.0,EU,,328320.0,27360.0,63840.0,24320.0,,413440.0,498560.0,209760.0,103360.0,,2261760.0,142880.0,0.0,294880.0,814720.0,2024640.0,392160.0,1282880.0,,358720.0,218880.0,592800.0,,12160.0,,,,,,,,,,,,,,,,54000.0,97500.0,23500.0,,0.0,,48500.0,2000.0,64500.0,211000.0,,134000.0,,,36000.0,372000.0,10500.0,,,4500.0,4000.0,,,,68000.0,82000.0,59000.0,17000.0,333000.0,34500.0
438,2014-03-21 00:00:00,2014-03-21 11:00:46,DE,T3PA,6.1,1.59,6.35,5.21,5.95,2352000,22025000.0,9.36,23.0,7.0,14347200.0,DE,,,,,,,,,,,,,,,,,,,,,,,,,,,14347200.0,,,,,,,,,,,,,,,,,,,,,,,,2352000.0,,,,,,,,,,,,,,,,,,,
439,2014-03-20 00:00:00,2014-03-20 11:00:33,EU,T3PA,6.0,3.0,6.3,5.53,5.86,1927500,16987500.0,8.81,21.0,8.0,11565000.0,EU,,324000.0,27000.0,63000.0,24000.0,,408000.0,492000.0,207000.0,102000.0,,2232000.0,141000.0,0.0,291000.0,804000.0,1998000.0,387000.0,1266000.0,,354000.0,216000.0,585000.0,,12000.0,,,,,,,,,,,,,,,,54000.0,97500.0,23500.0,,0.0,,48500.0,2000.0,64500.0,211000.0,,134000.0,,,36000.0,372000.0,10500.0,,,4500.0,4000.0,,,,68000.0,82000.0,59000.0,17000.0,333000.0,34500.0
